
2019-02-26 02:01:24,75.2*F
2019-02-26 02:02:26,75.2*F
2019-02-26 18:20:01,71.6*F
2019-02-26 18:44:43,73.4*F
2019-02-27 23:05:03,75.2*F
2019-02-27 23:06:05,73.4*F
2019-02-27 23:07:07,73.4*F
2019-02-27 23:08:09,73.4*F
2019-02-27 23:09:11,73.4*F
2019-02-27 23:10:13,73.4*F
2019-02-27 23:11:15,73.4*F
2019-02-27 23:12:17,73.4*F
2019-02-27 23:13:19,73.4*F
2019-02-27 23:14:21,73.4*F
