

2019-03-22 21:57:42,77.0*F
2019-03-22 22:10:56,77.0*F
2019-03-22 22:33:55,77.0*F
2019-03-22 22:34:57,75.2*F
2019-03-22 22:35:59,75.2*F
2019-03-22 22:37:01,77.0*F
2019-03-22 22:38:03,75.2*F
